•Èid;participant.code;participant.time_started_utc;player.treatment;player.sReward;player.iTrialDec;player.iDec;player.iDec2;player.EmotionalStatus;player.sTag1;player.sTag2;player.sTag3;tag.effort;player.iLikes;player.iDislikes;player.dRTDec1;player.dRTFeed;player.dRTPost;player.dRTTags;player.dRTFeedback;player.dRTEmotionalStatus;Totaltrial;LATENCY;subsession.round_number;session.code
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;816;2855;;;;;3,671;;10;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;551;10002;;;;;10,553;;11;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;1396;5069;;;;;6,465;;12;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;3762;3274;;;;;7,036;;13;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;2;;;;;;;;;666;10673;;;;;11,339;;14;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;859;2263;;;;;3,122;;15;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;702;7661;;;;;8,363;;16;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;961;3861;;;;;4,822;;17;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;2;;;;;;;;;871;3883;;;;;4,754;;18;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;1;;;;;;;;;716;1573;;;;;2,289;;19;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;HR;See;2;;;;;;;;;754;15126;;;;;15,88;;20;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;877;7623;;;;;8,5;;21;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;757;4384;;;;;5,141;;22;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;915;4703;;;;;5,618;;23;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;905;5275;;;;;6,18;;24;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;1120;9192;;;;;10,312;;25;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;797;4864;;;;;5,661;;26;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;2388;1655;;;;;4,043;;27;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;724;5694;;;;;6,418;;28;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;856;5423;;;;;6,279;;29;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;793;8334;;;;;9,127;;30;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;897;1818;;;;;2,715;;31;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;894;6243;;;;;7,137;;32;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;836;6406;;;;;7,242;;33;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;638;1594;;;;;2,232;;34;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;624;8938;;;;;9,562;;35;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;725;5931;;;;;6,656;;36;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;734;7490;;;;;8,224;;37;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;1884;3171;;;;;5,055;;38;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;1;;;;;;;;;711;1265;;;;;1,976;;39;8kaqlr1z
26;kwwwn8qf;2021-06-03 10:11:28.979513;Control;LR;See;2;;;;;;;;;669;3666;;;;;4,335;;40;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;1;;;;;;;;;4145;6300;;;;;10,445;;1;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;39;76;anxiety;funny;;;28;12;2209;;23484;33701;5279;5241;69,914;;2;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;2;;;;;;;;;3616;4924;;;;;8,54;;3;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;32;88;oops;ohno;ohnononono;;33;7;2298;;20433;17022;2949;3106;45,808;;4;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;36;79;me;m00d;;;32;8;2990;;15436;8347;5133;3409;35,315;;5;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;20;74;PETA;sonic;;;29;11;2672;;25439;12518;2758;3300;46,687;;6;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;49;62;mooooood;cow;funny;;32;8;2779;;27185;24336;1876;2640;58,816;;7;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;1;;;;;;;;;2186;4444;;;;;6,63;;8;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;2;;;;;;;;;2005;7860;;;;;9,865;;9;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;30;71;programmerhumor;insomniac;lol;;30;10;2617;;21050;31166;2230;3096;60,159;;10;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;1;80;rude;true;;;28;12;3386;;12073;7302;1991;3002;27,754;;11;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;13;84;programmerhumor;my post;m00d;;34;6;2512;;13746;24182;3172;2808;46,42;;12;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;37;80;lol;youth these days;;;29;11;2224;;14594;13713;2529;3071;36,131;;13;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;25;82;bill gates;conspiracy;spies;;29;11;2105;;19820;13921;2094;2757;40,697;;14;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;1;;;;;;;;;1558;4071;;;;;5,629;;15;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;1;;;;;;;;;1233;4588;;;;;5,821;;16;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;2;;;;;;;;;2806;5511;;;;;8,317;;17;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;62;80;;;;;29;11;1286;;7643;1923;1901;2840;15,593;;18;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;Post;;15;82;big oof;;;;28;12;2043;;10156;4647;1881;3213;21,94;;19;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;HR;See;1;;;;;;;;;2411;3606;;;;;6,017;;20;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;2;;;;;;;;;1699;7470;;;;;9,169;;21;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;2;;;;;;;;;1190;1411;;;;;2,601;;22;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;1;;;;;;;;;837;3256;;;;;4,093;;23;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;126;77;;;;;22;18;1262;;4196;2051;1851;3261;12,621;;24;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;113;81;s be ve;5ever;;;21;19;1899;;6002;19473;2317;2928;32,619;;25;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;153;79;;;;;20;20;2894;;11107;3114;1770;2797;21,682;;26;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;112;72;;;;;15;25;3031;;11456;1430;2469;4317;22,703;;27;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;137;80;are ya winning son;;;;22;18;6364;;13539;8149;1954;2572;32,578;;28;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;1;;;;;;;;;2167;4638;;;;;6,805;;29;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;2;;;;;;;;;2481;1664;;;;;4,145;;30;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;2;;;;;;;;;3018;3406;;;;;6,424;;31;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;1;;;;;;;;;1199;4087;;;;;5,286;;32;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;116;78;;;;;23;17;1278;;6653;1357;1936;2701;13,925;;33;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;135;84;;;;;18;22;1798;;17534;2195;2185;3127;26,839;;34;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;117;79;oef;;;;23;17;3299;;6979;4717;3375;3096;21,466;;35;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;107;80;;;;;19;21;3459;;10490;4159;1751;2699;22,558;;36;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;156;77;big oof;;;;23;17;2151;;5110;7979;2113;5071;22,424;;37;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;Post;;102;75;sad;;;;19;21;2653;;7019;5073;2000;4364;21,109;;38;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;1;;;;;;;;;2630;3853;;;;;6,483;;39;8kaqlr1z
28;e12hy9lu;2021-06-03 10:17:00.284562;Control;LR;See;2;;;;;;;;;895;4582;;;;;5,477;;40;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;55;50;;;;;28;12;3018;;59168;6906;4856;5174;79,122;;1;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;8501;13357;;;;;21,858;;2;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;2948;12057;;;;;15,005;;3;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;49;50;;;;;32;8;2680;;32300;5553;2808;3598;46,939;;4;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;12;50;;;;;32;8;2835;;29041;8342;2119;1913;44,25;;5;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;18;50;;;;;31;9;8555;;52643;2046;2138;1636;67,018;;6;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;2576;14615;;;;;17,191;;7;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;2853;7111;;;;;9,964;;8;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;2123;16542;;;;;18,665;;9;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;1961;9548;;;;;11,509;;10;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;1880;8134;;;;;10,014;;11;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;2273;9572;;;;;11,845;;12;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;1697;8093;;;;;9,79;;13;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;11;50;;;;;29;11;1272;;13980;2933;1881;1455;21,521;;14;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;Post;;35;50;;;;;28;12;3201;;25388;3984;2618;1657;36,848;;15;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;2256;5090;;;;;7,346;;16;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;2064;10941;;;;;13,005;;17;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;1419;10077;;;;;11,496;;18;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;2;;;;;;;;;2511;9722;;;;;12,233;;19;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;HR;See;1;;;;;;;;;2926;12125;;;;;15,051;;20;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;2767;6348;;;;;9,115;;21;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1998;7697;;;;;9,695;;22;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;2041;3325;;;;;5,366;;23;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;2709;7885;;;;;10,594;;24;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1817;16640;;;;;18,457;;25;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;4247;2485;;;;;6,732;;26;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1695;2227;;;;;3,922;;27;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;141156;2774;;;;;143,93;;28;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;2;;;;;;;;;2230;10517;;;;;12,747;;29;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1996;8581;;;;;10,577;;30;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1382;2856;;;;;4,238;;31;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1342;4674;;;;;6,016;;32;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;2;;;;;;;;;1296;2059;;;;;3,355;;33;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1682;9699;;;;;11,381;;34;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1739;2988;;;;;4,727;;35;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;2398;9502;;;;;11,9;;36;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1178;9537;;;;;10,715;;37;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1820;1889;;;;;3,709;;38;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1127;1888;;;;;3,015;;39;8kaqlr1z
35;bok08p8k;2021-06-03 10:33:43.276587;Emotional;LR;See;1;;;;;;;;;1032;4917;;;;;5,949;;40;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;2;;;;;;;;;3070;6256;;;;;9,326;;1;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;14715;5282;;;;;19,997;;2;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;2;;;;;;;;;1742;7076;;;;;8,818;;3;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;58320;5603;;;;;63,923;;4;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;3445;6338;;;;;9,783;;5;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;1713;5136;;;;;6,849;;6;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;Post;;1;65;university life;social anxiety;it s a trap;;28;12;1990;;26235;54857;43255;13601;139,938;;7;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;4591;82771;;;;;87,362;;8;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;1520;4148;;;;;5,668;;9;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;2;;;;;;;;;1768;5105;;;;;6,873;;10;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;5633;5363;;;;;10,996;;11;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;53454;3062;;;;;56,516;;12;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;2;;;;;;;;;894;8124;;;;;9,018;;13;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;963;3898;;;;;4,861;;14;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;2800;3061;;;;;5,861;;15;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;2;;;;;;;;;1214;32479;;;;;33,693;;16;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;948;4892;;;;;5,84;;17;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;Post;;20;73;wholesome;cutie;pets;;29;11;1664;;22993;22583;2263;5016;54,519;;18;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;2715;34747;;;;;37,462;;19;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;HR;See;1;;;;;;;;;1173;2333;;;;;3,506;;20;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;873;3981;;;;;4,854;;21;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;948;28834;;;;;29,782;;22;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1339;5165;;;;;6,504;;23;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2947;2508;;;;;5,455;;24;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2509;3031;;;;;5,54;;25;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;803;5858;;;;;6,661;;26;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2781;2271;;;;;5,052;;27;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;Post;;128;72;boomer;karen;relatable ;;16;24;1537;;22477;19695;3306;4355;51,37;;28;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;3749;3241;;;;;6,99;;29;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1424;4434;;;;;5,858;;30;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1094;4959;;;;;6,053;;31;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1207;1892;;;;;3,099;;32;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2859;3593;;;;;6,452;;33;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1020;2401;;;;;3,421;;34;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;971;3267;;;;;4,238;;35;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1021;3396;;;;;4,417;;36;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;872;9710;;;;;10,582;;37;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2824;2100;;;;;4,924;;38;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;2283;3854;;;;;6,137;;39;8kaqlr1z
43;3mdvgkgq;2021-06-03 10:57:20.787269;Emotional;LR;See;1;;;;;;;;;1097;3327;;;;;4,424;;40;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;2744;12771;;;;;15,515;;1;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;3734;11009;;;;;14,743;;2;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1369;17205;;;;;18,574;;3;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;2;;;;;;;;;1213;11467;;;;;12,68;;4;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1201;9311;;;;;10,512;;5;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;5819;9803;;;;;15,622;;6;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1076;5480;;;;;6,556;;7;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1176;8357;;;;;9,533;;8;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;913;9294;;;;;10,207;;9;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;Post;;7;50;;;;;28;12;2618;;37237;3908;6254;10840;60,857;;10;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;2925;6756;;;;;9,681;;11;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;15152;5212;;;;;20,364;;12;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;2;;;;;;;;;1935;17205;;;;;19,14;;13;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1150;6543;;;;;7,693;;14;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;1157;9026;;;;;10,183;;15;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;1;;;;;;;;;910;15526;;;;;16,436;;16;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;Post;;40;20;;;;;28;12;759;;23615;1537;3467;9516;38,894;;17;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;Post;;60;20;;;;;31;9;2063;;17708;1294;2398;5116;28,579;;18;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;Post;;29;20;;;;;31;9;4187;;16058;1858;1259;4184;27,546;;19;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;HR;See;2;;;;;;;;;2093;11055;;;;;13,148;;20;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;2;;;;;;;;;1186;9496;;;;;10,682;;21;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1215;5996;;;;;7,211;;22;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;2;;;;;;;;;976;8050;;;;;9,026;;23;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;987;3893;;;;;4,88;;24;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1283;7764;;;;;9,047;;25;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1043;7324;;;;;8,367;;26;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1084;3026;;;;;4,11;;27;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;829;4721;;;;;5,55;;28;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;760;1830;;;;;2,59;;29;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1002;3565;;;;;4,567;;30;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;Post;;130;20;;;;;22;18;1037;;21689;1923;2261;4690;31,6;;31;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1760;2793;;;;;4,553;;32;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;1244;8171;;;;;9,415;;33;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;2;;;;;;;;;973;1560;;;;;2,533;;34;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;1;;;;;;;;;963;3336;;;;;4,299;;35;8kaqlr1z
57;c3henbmc;2021-06-03 11:26:32.982170;Emotional;LR;See;2;;;;;;;;;915;1652;;;;;2,567;;36;8kaqlr1z
